"PAG","Precision","Center_x_coordinate","Center_y_coordinate","Canton","Municipality","Elevation","Richness_method_corr_HP","Simpson_HP","PD_HP","FD_HP","FD_sla_HP","FD_seed_mass_HP","FD_height_HP","T_HP","N_HP","R_HP","F_HP","L_HP","MV_HP","EM_HP","Cover_Poaceae_HP","Cover_Forb_HP","Cover_Cyperaceae_Juncaceae_HP","sla_HP","height_log10_HP","seed_mass_log10_HP","CSR_Stress_tolerance_HP","CSR_Disturbance_tolerance_HP","CSR_Competitive_ability_HP","Therophyte_prop_HP","Geophyte_prop_HP","Hemicryptophyte_prop_HP","Herbaceous_chamaephyte_prop_HP","Richness_method_corr_RP","Simpson_RP","PD_RP","FD_RP","FD_sla_RP","FD_seed_mass_RP","FD_height_RP","T_RP","N_RP","R_RP","F_RP","L_RP","MV_RP","EM_RP","Cover_Poaceae_RP","Cover_Forb_RP","Cover_Cyperaceae_Juncaceae_RP","sla_RP","height_log10_RP","seed_mass_log10_RP","CSR_Stress_tolerance_RP","CSR_Disturbance_tolerance_RP","CSR_Competitive_ability_RP","Therophyte_prop_RP","Geophyte_prop_RP","Hemicryptophyte_prop_RP","Herbaceous_chamaephyte_prop_RP","Distance_RP_RP","Distance_HP_RP","dSpecies_richness","dSimpson","dPD","dFD","dFD_sla","dFD_seed_mass","dFD_heigh","dTemprature","dNutrient","dUrbanization","dMoving_tolerance","dReaction","dMoisture","dLight","dCover_forb","dCover_Poaceae","dCover_Cyp_Junc","dTherophyte","dGeophyte","dHemicryptophyte","dHerbaceous_chamaephyte","dsla","dplant_heigt","dseed_mass","dCSR_Competitive_ability","dCSR_Stress_tolerance","dCSR_Disturbance_tolerance"
131,348,9.039374063,47.0370121,"GL","Luzein",696.74,23,0.922317551,0.264127331,0.07681759,0.087680147,0.074398104,0.068374518,3.160224212,2.929768902,3.305939209,2.670842919,3.846626133,3.312568496,2.93281026,22.43735589,74.32667472,3.23596939,23.76956038,-0.599378246,-0.157232521,0.334888801,0.32491501,0.340196189,6.736916708,1.262748486,85.77673615,6.22359866,13.15,0.826378852,0.225057664,0.064238583,0.067712028,0.058467896,0.066535826,3.182560284,3.60442082,3.144650309,2.971644788,3.696868736,3.792210372,3.025112806,43.62753784,55.85054149,0.521920668,26.5563308,-0.538612863,-0.088546562,0.267899274,0.331514845,0.400585881,1.159489656,0.260960334,85.32724154,13.25230847,0.665351274,0.833410928,-9.85,-0.095938699,-0.039069667,-0.012579006,-0.019968119,-0.015930208,-0.001838692,0.022336072,0.674651918,0.092302547,0.479641876,-0.1612889,0.300801869,-0.149757397,-18.47613323,21.19018195,-2.714048722,-5.577427052,-1.001788152,-0.449494609,7.028709812,2.786770427,0.060765383,0.068685959,0.060389692,-0.066989527,0.006599835
132,1594.437319,9.540198196,46.96076422,"GR","Mastrils",596.74,27,0.875890925,0.249081961,0.136736349,0.174409025,0.104512711,0.131287311,3.355681789,2.788395038,3.608894409,3.136008718,2.807287744,2.340938413,2.294508041,22.14991557,63.12913171,14.72095272,28.42093483,-0.546391529,0.434883193,0.345871717,0.233731242,0.420397041,0,46.39365281,47.40840916,1.86019356,13.73333333,0.739167007,0.167113245,0.063003851,0.069428836,0.063003087,0.056579629,3.470074233,3.208823324,3.156795691,2.799942511,3.741257175,3.573337658,2.738471595,61.92119418,37.37852571,0.700280112,24.40052102,-0.475261338,-0.068810945,0.320991611,0.277240346,0.401768042,0.755399962,0.746471057,94.37672205,3.985590085,0.833453395,0.924816564,-13.26666667,-0.136723918,-0.081968716,-0.073732498,-0.104980189,-0.041509624,-0.074707682,0.114392444,0.420428285,0.443963555,1.232399245,-0.452098718,-0.336066206,0.933969431,-25.750606,39.77127861,-14.02067261,0.755399962,-45.64718175,46.9683129,2.125396525,-4.020413812,0.071130192,-0.503694138,-0.018628999,-0.024880105,0.043509104
133,1575.375723,9.539856147,46.96055803,"GR","Mastrils",646.74,22,0.92628839,0.291983167,0.127175633,0.164625876,0.124220827,0.092680196,3.396536551,3.685423191,3.489709223,3.312716519,2.808987813,2.788783297,2.712450038,11.23341539,88.76658461,0,34.23716589,-0.583036044,0.303651522,0.307847117,0.313425397,0.378727485,1.180486021,40.84676291,45.84379077,9.968722775,11.5,0.678147871,0.124347272,0.052691406,0.06366298,0.04761543,0.046795808,3.556169202,3.040897076,3.360977971,2.639489059,3.6506669,3.352403036,2.56992221,73.58091212,25.57875175,0.840336134,23.22096659,-0.404094681,0.148182045,0.319872795,0.212607388,0.467519818,0.691426191,5.343706522,90.46143225,3.340454826,0.836603208,0.940395797,-10.5,-0.248140519,-0.167635896,-0.074484227,-0.100962896,-0.076605397,-0.045884389,0.15963265,-0.644526114,-0.142527828,0.563619739,-0.128731252,-0.67322746,0.841679086,-63.18783286,62.34749673,0.840336134,-0.489059829,-35.50305639,44.61764148,-6.628267949,-11.0161993,0.178941363,-0.155469477,0.088792332,0.012025677,-0.10081801
138,1008.724942,9.965570688,46.44817475,"GR","Pontresina",2046.74,11.5,0.857357367,0.248844038,0.095554999,0.107892793,0.08331767,0.095454535,1.918052175,2.377934926,2.366291416,2.730148184,3.718498858,2.85202351,2.055960663,40.13655134,56.54967805,3.313770607,22.62465373,-0.853376146,-0.461227547,0.372312451,0.224287069,0.40340048,0.48089992,0.630358988,95.48342825,3.405312838,9.1,0.596952618,0.21377184,0.070078579,0.058963139,0.05450702,0.096765579,2.755584848,2.6588523,3.02476187,3.045041567,3.737041317,2.915395835,2.064821763,51.49780631,46.0452711,2.456922593,15.46509408,-0.415049145,0.169219889,0.326570866,0.130297009,0.543132125,0,0.212765957,72.85645817,0.454545455,0.944989673,0.920048547,-2.4,-0.26040475,-0.035072198,-0.02547642,-0.048929653,-0.02881065,0.001311044,0.837532674,0.280917374,0.0088611,0.063372325,0.658470454,0.314893384,0.018542459,-10.50440695,11.36125497,-0.856848014,-0.48089992,-0.41759303,-22.62697008,-2.950767383,-7.159559652,0.438327001,0.630447435,0.139731645,-0.045741585,-0.09399006
140,510.232977,9.984097959,46.44658795,"GR","Pontresina",2096.74,22.66666667,0.894949814,0.294709836,0.08196419,0.085557925,0.083774758,0.076436348,2.107832243,2.122686251,3.076567564,2.563039449,3.949916193,2.397183597,2.224744041,16.7156903,64.54378301,18.7405267,18.67700624,-0.90715722,-0.090211375,0.53039199,0.116856934,0.352751076,0.30563899,3.411943918,94.16509812,2.117318972,18.9,0.838548307,0.244612535,0.073361733,0.083073364,0.059638335,0.077313518,2.240006537,2.639702644,2.719746682,2.856768772,3.845176357,2.967185326,2.14829697,26.15580424,70.65251436,3.1916814,18.42246957,-0.771176918,-0.159198153,0.406472658,0.104731692,0.48879565,0.108342362,1.169986712,89.65940619,2.561723029,0.747584063,0.820673868,-3.766666667,-0.056401506,-0.050097301,-0.008602457,-0.002484561,-0.024136422,0.00087717,0.132174294,0.517016393,-0.076447071,0.570001729,-0.356820882,0.293729323,-0.104739836,6.108731358,9.440113938,-15.5488453,-0.197296628,-2.241957205,-4.505691935,0.444404057,-0.254536671,0.135980302,-0.068986778,0.136044575,-0.123919332,-0.012125243
143,240.9750433,10.02427641,46.41502803,"GR","Poschiavo",2396.74,12,0.878840784,0.252609134,0.095444159,0.091650034,0.096888984,0.09779346,1.648175552,2.140239891,2.206985261,2.760720543,4.326176312,2.526137933,1.727531071,27.66273601,50.53788576,21.79937823,15.62710263,-1.041055869,-0.124886641,0.470607154,0.038295493,0.491097353,0,0,100,0,10.65,0.709657714,0.219018979,0.061312378,0.025623593,0.084742023,0.073571519,1.570917331,2.311751942,2.472161264,2.607947298,4.029451474,2.202954238,1.812892643,18.27725123,58.00156744,23.72118133,15.89028009,-0.958428816,0.077537681,0.547957573,0.046406109,0.405636318,0,0,99.02717935,0.972820646,0.597384257,0.92276174,-1.35,-0.16918307,-0.033590155,-0.034131781,-0.066026441,-0.01214696,-0.024221941,-0.077258221,0.17151205,0.085361572,-0.323183695,0.265176003,-0.152773245,-0.296724839,7.46368168,-9.385484775,1.921803095,0,0,-0.972820646,0.972820646,0.263177461,0.082627053,0.202424322,-0.085461035,0.077350419,0.008110616
144,361.4768783,10.03250257,46.37703278,"GR","Poschiavo",2146.74,16,0.89046888,0.315165384,0.105249711,0.117044581,0.08252926,0.114426564,2.307074459,2.829913628,3.036062955,3.051860574,3.595932436,3.209066887,2.137047493,26.82628978,72.21444016,0.959270063,22.56997496,-0.740904729,-0.208444913,0.433672777,0.216246649,0.350080574,4.306577339,0,82.75517744,12.93824522,5.9,0.256075828,0.071945987,0.027907628,0.025359197,0.039088309,0.019275379,2.74944377,2.03503588,1.409810662,2.603121447,2.624903787,1.353046554,2.189067557,86.64720546,9.242051518,4.110743025,16.28404939,-1.038477208,-0.347597059,0.644451187,0.010645901,0.344902913,0,0,97.33009709,0,0.586312283,0.990524213,-10.1,-0.634393053,-0.243219397,-0.077342083,-0.091685385,-0.043440951,-0.095151186,0.442369311,-0.794877748,0.052020063,-1.856020334,-1.626252293,-0.448739127,-0.971028649,-62.97238864,59.82091568,3.151472962,-4.306577339,0,14.57491964,-12.93824522,-6.285925572,-0.297572479,-0.139152145,-0.005177661,0.21077841,-0.205600749
146,1135.277903,9.521787404,46.55542004,"GR","Riom-Parsonz",2296.74,21,0.909102702,0.268226172,0.0873223,0.071397284,0.106237582,0.079578791,1.802276297,2.065898481,2.369184532,2.787785613,3.959641828,2.344861084,2.046534943,23.23014165,71.72444345,5.0454149,17.00817171,-1.015300064,-0.032473492,0.493513218,0.099697042,0.40678974,0,0,94.99729765,3.7845494,18.5,0.834981916,0.231943262,0.087150734,0.095135049,0.072207545,0.090197869,2.179719933,2.248405369,2.741503274,2.776528332,3.695060329,2.53651059,2.194846426,43.11516843,46.63719262,10.24763895,17.27519585,-0.803098749,0.012469578,0.459109863,0.125788666,0.415101471,0.432876991,0.532197978,82.29685988,3.001770532,0.765859494,0.742248058,-2.5,-0.074120786,-0.03628291,-0.000171566,0.023737765,-0.034030037,0.010619078,0.377443636,0.182506888,0.148311483,0.191649506,0.372318741,-0.011257281,-0.264581498,-25.08725083,19.88502678,5.202224051,0.432876991,0.532197978,-12.70043777,-0.782778869,0.267024141,0.212201315,0.04494307,0.008311731,-0.034403355,0.026091623
147,490.2539466,9.903494167,46.5187728,"GR","Samedan",2296.74,15,0.80757093,0.248168563,0.081765199,0.05563568,0.151645255,0.03801466,1.6846717,2,1.920695917,2.359818507,3.910608406,2.27563564,1.925117322,10.14870632,79.09025346,10.76104022,14.76888194,-0.991624084,0.162602187,0.597148205,0.074428762,0.328423033,3.529355224,0,74.18062915,10.69292685,17.9,0.803375878,0.29496756,0.123514179,0.094251189,0.144005156,0.131849958,2.562747214,2.074825576,1.897853449,2.71923563,3.263110914,1.847570724,1.945167757,8.094931388,87.4808244,4.424244212,14.38062774,-0.444424345,0.310787781,0.475067903,0.027855492,0.497076605,0.407039119,0,32.42030423,3.319424464,0.764867662,0.864631807,2.9,-0.004195052,0.046798997,0.04174898,0.038615508,-0.007640099,0.093835298,0.878075514,0.074825576,0.020050435,-0.428064916,-0.022842468,0.359417123,-0.647497492,8.390570938,-2.053774927,-6.336796011,-3.122316105,0,-41.76032493,-7.373502388,-0.388254196,0.54719974,0.148185594,0.168653572,-0.122080302,-0.046573271
148,901.2878653,9.442359795,47.03854878,"SG","Sargans",481.74,23,0.802590981,0.211302798,0.070360351,0.061418674,0.085540283,0.062074528,3.391356686,2.824579015,3.730282807,2.520242861,3.303808278,2.528869393,2.322146002,65.03447731,26.69321341,8.272309276,22.78747593,-0.383170795,0.232610883,0.339601749,0.146867069,0.513531181,0.657054181,29.43016701,68.79413492,1.118643888,11.65,0.674354145,0.155292494,0.05489253,0.064157706,0.058605571,0.041914311,3.810280681,3.745330285,3.130341945,3.358315285,3.924113247,3.8469711,3.159526229,66.94295812,32.98745827,0.069583612,27.92207647,-0.44603494,-0.01337167,0.200590398,0.300327934,0.499081668,14.03744892,10.51408372,71.19777583,4.250691528,0.628562388,0.990994424,-11.35,-0.128236836,-0.056010304,-0.015467821,0.002739033,-0.026934712,-0.020160217,0.418923996,0.92075127,0.837380227,1.318101708,-0.599940862,0.838072423,0.620304968,6.294244855,1.908480809,-8.202725665,13.38039474,-18.91608329,2.403640909,3.13204764,5.134600538,-0.062864145,-0.245982553,-0.014449514,-0.139011351,0.153460865
152,318.6330129,9.599110261,46.89262247,"GR","Says",1476.74,47,0.955834759,0.265054182,0.097808159,0.097119344,0.113975736,0.082655529,2.670481477,2.37823581,3.416987369,2.470427906,3.788084457,2.468713302,2.216323011,9.419361787,80.31747734,10.26316087,19.2752313,-0.818689921,-0.151774382,0.378056366,0.22434267,0.397600964,3.864137343,0.538102806,82.15405978,7.397087704,20.9,0.822376259,0.224757149,0.068277344,0.071988732,0.062208545,0.070634755,3.140226809,2.764691341,3.50790607,2.566191783,3.480954576,2.469102165,2.320327862,45.99503672,47.38184767,6.623115607,22.49360324,-0.438504481,0.141551294,0.373297074,0.14558857,0.481114356,0,15.11440585,80.55270412,3.171744683,0.729647513,0.840598932,-26.1,-0.1334585,-0.040297033,-0.029530815,-0.025130612,-0.051767192,-0.012020774,0.469745332,0.386455531,0.104004852,0.000388863,0.0909187,0.095763878,-0.307129881,-32.93562967,36.57567494,-3.640045266,-3.864137343,14.57630305,-1.601355659,-4.225343021,3.218371936,0.38018544,0.293325676,0.083513392,-0.004759291,-0.078754101
153,351.6702248,9.597539359,46.89602758,"GR","Says",1596.74,21.5,0.926274345,0.277797201,0.112059522,0.168635764,0.088235056,0.088006559,2.535718406,2.616611923,2.812650118,2.996141071,3.126785585,2.718573926,2.212631382,11.46551807,86.62091027,1.913571654,28.55667187,-0.817026903,-0.247889301,0.375735965,0.212267074,0.411996961,1.068505325,2.037048311,87.24875108,8.293430122,23.15,0.905874439,0.253905031,0.093205155,0.098755875,0.092678008,0.088181583,3.067890934,2.67522602,3.063958374,2.755930518,3.428753359,2.811204311,2.393426922,35.74342025,51.66992195,12.5866578,24.15978261,-0.624699354,-0.100402568,0.327616481,0.209946935,0.462436584,0.984251969,5.750297184,88.33833604,4.927114806,0.738183939,0.853360695,1.65,-0.020399907,-0.02389217,-0.018854367,-0.069879888,0.004442952,0.000175024,0.532172528,0.058614096,0.18079554,0.092630384,0.251308257,-0.240210553,0.301967774,-34.95098832,24.27790217,10.67308615,-0.084253357,3.713248873,1.089584957,-3.366315316,-4.396889259,0.192327549,0.147486733,0.050439623,-0.048119484,-0.002320138
156,1260.553294,9.677830181,46.97195928,"GR","Schiers",646.74,10,0.804155977,0.23039971,0.057822538,0.060508783,0.080568454,0.032390376,3.370079184,3.120060413,3.23448307,2.512007895,3.726645489,3.444835151,3.441083001,11.88601104,88.11398896,0,27.70200578,-0.607985659,-0.332984311,0.205205371,0.514394722,0.280399907,36.89672774,0,57.53233362,5.570938644,11.5,0.762904745,0.152814417,0.060175295,0.071815361,0.057161317,0.051549206,3.410290601,3.67317924,3.063876787,3.201179514,3.572230342,3.859539151,2.862957047,71.90377539,28.09622461,0,26.19527649,-0.439048023,-0.196806326,0.306651765,0.31352863,0.379819605,3.57880348,2.69074255,89.08821568,4.642238285,0.728466011,0.893355352,1.5,-0.041251232,-0.077585293,0.002352757,0.011306578,-0.023407137,0.01915883,0.040211417,0.553118826,-0.578125954,0.414704001,-0.170606283,0.689171619,-0.154415147,-60.01776435,60.01776435,0,-33.31792426,2.69074255,31.55588207,-0.928700359,-1.506729286,0.168937636,0.136177985,0.099419698,0.101446394,-0.200866092
157,328.1605112,10.32439286,46.71767547,"GR","Scuol",1796.74,25,0.915759683,0.274752223,0.110733044,0.084441809,0.118669449,0.129087872,2.819996938,2.59671837,3.726435226,2.640081593,3.86408691,2.989566735,2.325549118,31.72026534,68.27973466,0,20.72421545,-0.64292506,-0.154098994,0.451965944,0.203935175,0.344098882,3.218622831,2.751643659,83.48992055,10.53981296,17.65,0.873323456,0.25841704,0.071930384,0.078685148,0.062011999,0.075094007,3.114615418,2.714556366,3.424780883,2.291395588,3.863525249,2.746046701,2.445706458,22.81745786,73.18501855,3.997523591,21.46037699,-0.686484298,-0.266143687,0.359305777,0.225408075,0.415286149,2.533162084,0,86.31499223,9.736751346,0.494595378,0.869196457,-7.35,-0.042436227,-0.016335183,-0.038802659,-0.005756662,-0.05665745,-0.053993866,0.29461848,0.117837997,0.12015734,-0.243520034,-0.301654343,-0.348686005,-0.00056166,4.90528389,-8.902807481,3.997523591,-0.685460747,-2.751643659,2.825071681,-0.803061614,0.736161539,-0.043559238,-0.112044693,0.071187267,-0.092660167,0.0214729
158,281.2886069,10.32975165,46.71643601,"GR","Scuol",1806.74,17,0.868706445,0.278419487,0.079122157,0.090363994,0.084041274,0.062961204,3.127297263,2.934909615,3.459932283,2.563140163,3.859030753,3.064694571,2.870490636,18.87998488,81.12001512,0,22.80182423,-0.49851423,-0.246873875,0.399161721,0.264655843,0.336182436,1.637103598,2.303496145,84.61832021,11.44108005,23.65,0.922079592,0.264658369,0.074292101,0.075814982,0.090909617,0.056151703,3.137211257,3.343649522,3.241896243,3.080482913,3.639770152,3.411873818,2.797545898,35.10275107,64.89724893,0,24.36039103,-0.430049691,-0.049970072,0.329911158,0.337838424,0.332250418,15.54123821,4.919338512,74.08111789,5.458305387,0.495107393,0.807197781,6.65,0.053373148,-0.013761118,-0.004830056,-0.014549011,0.006868343,-0.006809501,0.009913994,0.408739906,-0.072944738,0.347179247,-0.21803604,0.51734275,-0.219260601,-16.22276619,16.22276619,0,13.90413461,2.615842367,-10.53720232,-5.982774662,1.558566799,0.068464538,0.196903803,-0.003932018,-0.069250563,0.073182581
159,267.4571828,10.33680405,46.71787064,"GR","Scuol",1806.74,16,0.906881384,0.249793088,0.067434033,0.071341169,0.077533281,0.053427649,3.125879994,3.640942877,3.135398588,2.991667004,3.809919169,3.54828035,2.905956871,46.32304438,53.67695562,0,23.36041488,-0.402285837,-0.160334549,0.326876498,0.274194801,0.3989287,2.89582679,9.803378784,73.76474795,13.53604647,22.3,0.920931308,0.270586851,0.080412672,0.08910529,0.075155433,0.076786976,3.02531031,2.987334583,3.274529249,2.707918234,3.770033305,3.039780894,2.432025698,23.84518195,74.58898175,1.565836299,21.6549872,-0.554112792,-0.110860377,0.367024271,0.234170594,0.398805135,6.811544981,0.530973451,83.45267808,7.49661843,0.648617123,0.789556455,6.3,0.014049924,0.020793763,0.012978639,0.017764121,-0.002377848,0.023359327,-0.100569684,-0.653608294,-0.473931172,-0.508499455,0.13913066,-0.28374877,-0.039885864,20.91202613,-22.47786243,1.565836299,3.915718191,-9.272405333,9.687930132,-6.039428044,-1.705427685,-0.151826955,0.049474172,-0.000123565,0.040147773,-0.040024207
160,271.3407255,10.32008179,46.71905018,"GR","Scuol",1796.74,26,0.927458497,0.276014745,0.099185573,0.087799437,0.096959535,0.112797748,2.927748747,2.959438344,3.389809735,2.80765703,3.710014224,3.12446783,2.581363419,33.54741,66.45259,0,20.66973004,-0.579262026,-0.013810507,0.342662499,0.264934126,0.392403375,4.303985727,3.34886582,89.67900285,2.668145602,18.4,0.892339184,0.267741749,0.067245857,0.06674748,0.060213742,0.074775041,2.960443167,2.434457297,3.358208592,2.383562678,3.899813608,2.654259858,2.364716238,23.24948048,58.9086204,17.84189912,21.43653538,-0.783669751,-0.245793923,0.418129398,0.188640536,0.393230065,0,0,87.46641725,10.97595035,0.423632095,0.83616744,-7.6,-0.035119313,-0.008272996,-0.031939717,-0.021051957,-0.036745793,-0.038022707,0.03269442,-0.524981048,-0.216647181,-0.470207972,-0.031601142,-0.424094352,0.189799384,-7.543969601,-10.29792952,17.84189912,-4.303985727,-3.34886582,-2.212585598,8.307804745,0.766805341,-0.204407725,-0.231983416,0.00082669,0.0754669,-0.07629359
161,184.7116505,10.33686404,46.71543056,"GR","Scuol",1796.74,12,0.891187633,0.25560732,0.074998614,0.086561515,0.086106769,0.052327557,3.305924214,3.343068308,3.349019053,2.6518046,3.841729567,3.488791003,2.890637535,39.52099081,60.47900919,0,24.36426162,-0.439278028,-0.247581181,0.344351008,0.310791722,0.34485727,3.905771511,0,80.10516731,15.98906117,21.65,0.886948918,0.257797476,0.069824718,0.064388212,0.077434449,0.066686155,3.097820766,3.104452677,3.194578458,2.680335854,3.797734933,3.093477949,2.519451855,22.72093463,77.03275995,0.246305419,22.29208904,-0.569210723,-0.161160454,0.360534474,0.24384367,0.395621856,3.266467205,0,82.03531076,12.35832056,0.797133414,0.794020519,9.65,-0.004238715,0.002190156,-0.005173895,-0.022173302,-0.008672319,0.014358597,-0.208103448,-0.238615631,-0.371185679,-0.395313054,-0.154440594,0.028531254,-0.043994635,16.55375076,-16.80005618,0.246305419,-0.639304305,0,1.930143444,-3.630740617,-2.072172586,-0.129932695,0.086420726,0.050764586,0.016183466,-0.066948052
162,429.0947256,9.851892468,46.99467173,"GR","St. Antönien",1666.74,29,0.937234988,0.273763702,0.082818321,0.095442683,0.08283289,0.069367458,2.249369803,2.561749439,3.126091085,2.839297861,3.725393702,2.71390443,2.143997745,7.227552269,84.44891254,8.323535193,20.98264184,-0.711241664,0.101905151,0.397678922,0.1299735,0.472347577,2.804771277,0,97.19522872,0,19.3,0.862220143,0.236093191,0.07799729,0.089508829,0.070974504,0.073366947,2.804158083,2.881961276,2.953767909,3.143041868,3.605677439,2.989616747,2.406194052,39.077145,44.38049097,16.54236403,21.40514964,-0.58227442,-0.100046721,0.399810489,0.173030015,0.427159496,0.910781736,14.65080011,82.98256901,1.455849143,0.8238151,0.925883304,-9.7,-0.075014845,-0.03767051,-0.004821031,-0.005933855,-0.011858385,0.003999489,0.55478828,0.320211837,0.262196307,0.275712317,-0.172323176,0.303744007,-0.119716263,-40.06842157,31.84959273,8.218828834,-1.893989542,14.65080011,-14.21265971,1.455849143,0.422507794,0.128967243,-0.201951872,-0.045188082,0.002131566,0.043056515
163,537.3292812,9.845715477,47.00340649,"GR","St. Antönien",2095.74,26.5,0.933018601,0.274828474,0.086686117,0.090627369,0.078883731,0.087065484,2.303280248,2.338115944,2.811179265,2.897540715,3.695417677,2.471517329,2.056068658,13.26031157,77.91812321,8.821565219,19.42844627,-0.78071709,0.053794902,0.448754489,0.131348584,0.419896927,2.710880845,0,90.73821055,0.427872458,21.5,0.803302536,0.253766827,0.070086776,0.069100786,0.065602579,0.074874688,2.490901246,2.322570937,2.997426804,2.733851932,3.777206868,2.510658126,2.24920265,30.99310512,58.34196917,10.66492572,17.60812883,-0.778962899,-0.003790404,0.438119943,0.117539261,0.444340796,0,1.262918719,85.25673052,1.702109519,0.823146614,0.79813877,-5,-0.129716065,-0.021061647,-0.016599341,-0.021526584,-0.013281152,-0.012190796,0.187620997,-0.015545007,0.193133992,0.039140798,0.186247539,-0.163688783,0.081789191,-19.57615404,17.73279354,1.843360498,-2.710880845,1.262918719,-5.481480031,1.274237061,-1.820317442,0.001754191,-0.057585306,0.02444387,-0.010634546,-0.013809323
165,774.8305652,9.851605075,47.0001942,"GR","St. Antönien",1846.74,4,0.484110952,0.162182556,0.062808372,0.069764417,0.052051335,0.066609366,2.556152667,2,1.862879435,3,3.70861894,1.883857015,2.68764136,68.76413598,31.23586402,0,13.22860307,-0.789675584,-0.567514219,0.608253975,0.058412692,0.333333333,0,0,86.28794346,0,19.1,0.852298626,0.286707254,0.085112856,0.099346085,0.066632239,0.089242482,2.608137789,2.805895758,3.291362056,3.042367213,3.652114745,2.686500875,2.204694001,19.26283783,63.06164937,17.6755128,19.64498874,-0.605288429,-0.072488301,0.341309606,0.183561838,0.475128556,0.576368876,16.38172662,77.06360259,2.424734309,0.878584062,0.992179451,15.1,0.368187674,0.124524697,0.022304483,0.029581668,0.014580904,0.022633116,0.051985122,0.805895758,-0.482947358,0.802643861,1.428482621,0.042367213,-0.056504195,31.82578535,-49.50129815,17.6755128,0.576368876,16.38172662,-9.224340872,2.424734309,6.416385668,0.184387155,0.495025918,0.141795223,-0.266944369,0.125149147
166,322.2681803,9.850803275,46.99513817,"GR","St. Antönien",1756.74,32,0.953978222,0.295735812,0.092073051,0.077073034,0.092072233,0.106331592,2.328519771,2.283231227,2.862129524,2.692813947,3.787224686,2.73804661,2.151518487,16.15275336,78.09978663,5.74746001,18.63030669,-0.801752932,-0.066067003,0.420104002,0.170298496,0.409597502,1.880633547,0,91.91376365,3.114197281,26.9,0.889829599,0.250346109,0.083358017,0.102727569,0.06770106,0.078101398,2.472052256,2.659619616,3.243390339,2.748793506,3.634776435,3.063202235,2.290189588,28.90504767,61.4029734,9.691978929,20.99956557,-0.710868475,-0.229151463,0.362902401,0.199549953,0.437547646,1.001625791,1.417244274,92.47767221,4.354096201,0.811613934,0.7434321,-5.1,-0.064148623,-0.045389703,-0.008715034,0.025654535,-0.024371173,-0.028230194,0.143532484,0.376388389,0.138671101,0.325155624,0.381260815,0.05597956,-0.152448251,-16.69681323,12.75229431,3.944518918,-0.879007756,1.417244274,0.563908561,1.23989892,2.369258878,0.090884458,-0.16308446,0.027950144,-0.057201601,0.029251457
167,212.1513621,9.799242906,46.9441095,"GR","St. Antönien",1196.74,30,0.946755272,0.262928608,0.101448107,0.092541935,0.113200727,0.09860166,3.023269732,2.479064752,3.264964107,2.843887157,3.579916252,2.685097117,2.282502783,38.2138099,56.51616053,5.270029566,20.92655567,-0.66057446,-0.169321204,0.417546284,0.179673326,0.40278039,2.691663046,0,83.52474218,7.01402272,20.23333333,0.774443502,0.227165866,0.061268791,0.053593783,0.045947728,0.084264862,3.038148608,2.578079572,3.224529332,2.670150896,3.276770344,3.165211349,2.193682613,30.3172371,46.07979738,23.60296552,21.17160388,-0.631662184,-0.181974648,0.332386562,0.167099626,0.500513812,0.398362391,2.104995361,96.55834984,0.694877267,0.679579238,0.847177615,-9.766666667,-0.17231177,-0.035762742,-0.040179316,-0.038948152,-0.067252999,-0.014336798,0.014878875,0.09901482,-0.088820171,0.480114232,-0.040434775,-0.173736261,-0.303145907,-10.43636315,-7.896572806,18.33293596,-2.293300655,2.104995361,13.03360766,-6.319145453,0.245048204,0.028912276,-0.012653444,0.097733422,-0.085159721,-0.0125737
169,2535.06297,8.964693022,46.69122371,"GR","Sumvitg",1256.74,12,0.839064729,0.287024979,0.09959584,0.089691801,0.118066543,0.091029174,3.093312535,3.508346691,3.340695038,3.362756801,3.172676536,3.581661268,2.922161422,32.91747698,67.08252302,0,27.48348942,-0.426433178,-0.352318177,0.357276125,0.292487973,0.350235903,4.109775289,0.426368884,87.03197733,5.470124209,14.5,0.798909787,0.203626176,0.093283661,0.099876392,0.098220438,0.081754154,2.863586595,2.834688187,2.74419084,2.872558342,3.602354661,3.254754105,2.398797829,49.01768938,50.07651352,0.905797101,25.14099915,-0.589029035,-0.175015788,0.344954615,0.240439367,0.414606018,3.330977303,0.452898551,88.12366491,8.092459234,0.658300878,0.935813313,2.5,-0.040154942,-0.083398803,-0.006312178,0.01018459,-0.019846104,-0.009275021,-0.22972594,-0.673658503,-0.523363593,-0.326907163,-0.596504198,-0.490198459,0.429678125,-17.0060095,16.1002124,0.905797101,-0.778797987,0.026529667,1.091687586,2.622335026,-2.342490265,-0.162595857,0.17730239,0.064370115,-0.012321509,-0.052048606
