pag,time,precision,species_richness,phylogenetic_diversity,functional_diversity,funct_div_spec_leaf_area,funct_div_seed_mass,funct_div_height,temperature,nutrient,reaction,moisture,light,moving_tolerance,urbanization,cover_poaceae,cover_forb,cover_cyp_junc,csr_stress_tolerance,csr_disturbance_tolerance,csr_competitive_ability,design_weight,X,Y
413,2,850.6989365,14.5,0.302054226,0.076148161,0.07165562,0.066781406,0.084858159,3.287848386,2.919064924,3.419319045,3.970514368,3.518193392,2.387851894,2.206607547,31.20712592,37.50687745,31.28599663,0.400140698,0.088547279,0.511312023,1,2677641.67820161,1242028.3151246
414,2,838.7791442,4,0.239678753,0.059643043,0.034305034,0.025502611,0.101950178,2.789326263,2.32505093,2.104219091,4.250518858,3.833679239,2,2,0,25.36015961,74.63984039,0.582132801,0.001265099,0.4166021,1,2677540.2692555,1243336.04871907
420,2,835.2381947,38,0.273031849,0.082317537,0.076374677,0.09050344,0.080074493,3.338343744,2.539314457,3.453622994,2.546646862,3.795674312,2.907829066,2.569371543,27.56054033,66.22601467,6.213444993,0.364351961,0.204074346,0.431573693,1,2683384.52920497,1260490.5786817
424,2,146.2319602,26.66666667,0.27376097,0.074150652,0.066613176,0.077829551,0.077256914,3.486399366,2.512482328,3.502914612,2.385924043,3.863311957,2.876806453,2.718849238,27.66491523,64.98031695,7.354767821,0.346883359,0.241656503,0.411460138,1,2689501.38614744,1265003.89502189
427,2,242.0676357,28,0.219802336,0.073497307,0.061719806,0.075716427,0.08305569,3.479665384,2.173407304,3.753843967,2.165537781,3.838678314,2.709294933,2.295426672,53.72070942,35.30229099,10.97699959,0.391263482,0.187010096,0.421726422,1,2671159.72674425,1250953.88203236
428,2,199.8056846,30,0.248589225,0.090757981,0.090739719,0.098715331,0.082818892,3.283619329,2.968997985,3.38979502,2.661821928,3.855182745,3.256936018,2.849017437,43.56231715,54.55228852,1.885394333,0.365385001,0.278134617,0.356480382,1,2671544.0384119,1250869.33255913
429,2,148.584312,24,0.238836814,0.07352106,0.081020227,0.062216447,0.077326506,3.464676673,3.218670017,3.336950535,2.784045902,3.859236197,3.423555807,2.990917994,23.23586762,76.76413238,0,0.255287241,0.325502649,0.41921011,1,2671433.21508264,1250785.88486623
433,2,399.573413,15,0.203063489,0.099852728,0.087482359,0.125149061,0.086926764,3.290346525,3.764317053,3.580615668,3.038877691,3.579648453,3.703562145,3.034755085,59.56909884,40.43090116,0,0.241838424,0.300861645,0.457299931,1,2672292.83704628,1250276.30517282
434,2,576.3992388,18,0.216717361,0.071620747,0.065855815,0.083134039,0.065872388,3.007688177,2.434910899,3.489384471,2.298837212,3.655948286,2.353932671,2.23632366,55.58018175,41.02402879,3.395789459,0.447080045,0.213893569,0.339026386,1,2688375.5662059,1250789.75436333
435,2,116.4179273,18.5,0.257398621,0.081310123,0.087754054,0.080520027,0.07565629,3.106937786,3.098780392,3.067693388,2.985358964,3.7234477,3.526516049,2.961413755,20.46973541,79.53026459,0,0.313945502,0.342826849,0.343227648,1,2688705.16879601,1248025.52774117
437,2,122.2445024,18,0.260999183,0.083046456,0.082756987,0.086618402,0.079763978,3.171403733,3.551271774,3.198813289,3.050461071,3.454383183,3.670103914,2.969103653,28.71384082,71.28615918,0,0.289997229,0.308891597,0.401111174,1,2715822.33780158,1242721.41232466
439,2,147.6054845,31,0.273530779,0.092519702,0.098308482,0.097981597,0.081269029,3.097440999,2.651490352,2.932387453,2.717158034,3.616137378,2.671076085,2.518930128,14.98847624,82.17139758,2.840126175,0.366772316,0.240043904,0.39318378,1,2716028.15374966,1242866.5299718
441,2,145.7757488,20,0.277093895,0.097428993,0.091907781,0.111518193,0.088861006,3.133924022,2.713680843,2.944182916,2.893424317,3.411382301,3.219928025,2.556154007,14.35012142,79.56843229,6.081446291,0.324655567,0.284611857,0.390732576,1,2715464.39625951,1242913.67820846
444,2,1086.945302,23,0.386992263,0.09592783,0.100187051,0.098536129,0.080966582,3.11188389,2.783461696,3.102601283,3.784704303,3.356975141,2.421896515,2.173289731,15.69513616,59.25516296,25.04970088,0.414269304,0.127621575,0.458109121,1,2698773.08842982,1239862.04755479
445,2,188.4672165,11,0.411849933,0.096925656,0.099230585,0.093347362,0.089313799,3.639160398,3.447090725,3.704696201,4.655974388,3.699259168,2.241403517,2.054928501,4.362902059,77.66992135,17.96717659,0.349724928,0.024528317,0.625746755,1,2700419.75235006,1238926.8796708
449,2,117.5614962,13,0.288726449,0.057078845,0.079239832,0.030948767,0.04774954,3.030229703,2.086192614,3.229442532,4.449662592,3.902680446,2.009129311,2.00945817,3.293816235,68.60916939,28.09701438,0.62928122,0.003529801,0.367188979,1,2700760.55120704,1232939.42522479
451,2,184.4030109,13,0.232829965,0.076141351,0.061936144,0.084953386,0.081534522,3.250570393,3.874706145,3.481135978,3.278217467,3.084379421,3.880228295,2.822786816,40.47207271,59.52792729,0,0.237115923,0.434389889,0.328494188,1,2700963.99971096,1233538.68378136
452,2,270.8795285,15,0.215350732,0.064186992,0.058259338,0.069568609,0.064733029,3.409803956,3.784097377,3.086758557,3.119853526,3.123069035,3.625553648,3.019961748,17.09388216,82.90611784,0,0.218931098,0.225847917,0.555220985,1,2701151.95747694,1233389.28353244
454,2,137.216632,11,0.199062703,0.079421325,0.061019063,0.087360163,0.089884748,3.504322351,2.350336289,3.540071048,1.925645971,3.611140271,2.111735685,2.344969731,60.87101704,32.03568361,7.093299345,0.362495183,0.20225935,0.435245466,1,2701055.94540559,1232943.03897085
455,2,300.8530613,11.5,0.173387472,0.068945147,0.060262482,0.083184642,0.063388317,3.29884697,3.8935307,3.328889228,3.156181339,3.503102628,3.819541237,3.031765043,69.15545646,30.84454354,0,0.252348567,0.329520807,0.418130627,1,2702087.29085672,1233085.16996302
459,2,564.45586,12,0.242399924,0.094434664,0.11745817,0.08019752,0.085648304,3.404826252,2.788882713,2.883831693,2.797836949,3.324920247,3.227067643,2.496412909,40.42418803,54.34964559,5.226166381,0.316708728,0.246578142,0.43671313,1,2693023.23199123,1225462.78371608
462,2,285.3949382,12,0.203154245,0.108518994,0.12313699,0.106685739,0.095734252,2.99805137,1.630349993,1.989427414,4.075792062,4.07000129,1.573028355,2.047067313,12.61135926,28.61875384,58.76988691,0.699930531,0.038219754,0.261849715,1,2675552.24141608,1232602.4384301
463,2,246.7605213,12,0.228271261,0.067531968,0.054468567,0.059811393,0.088315946,2.815044548,2.327080641,3.222407975,3.803015361,3.836394777,2.106300043,2.139447564,25.19076948,33.39326157,41.41596895,0.581841936,0.097604683,0.320553381,1,2678218.30977138,1230153.04778376
467,2,172.8362777,13,0.19305887,0.057260615,0.052005393,0.043650962,0.076125491,3.175827421,2.345559303,3.578859524,2.613135126,2.983828002,2.138355494,2.187069485,5.566571333,33.5353186,60.89811007,0.333745732,0.086035532,0.580218736,1,2675325.72238416,1232474.9098656
468,2,911.8329175,6,0.096008151,0.076361042,0.063145645,0.052948556,0.112988924,3.269341318,2.729823205,3.384262446,4.606922627,3.933151593,2,2.105037744,22.01191365,1.893491959,76.09459439,0.644383864,0.00631164,0.349304496,1,2673394.32350754,1231672.8109838
469,2,270.8729645,24,0.250486393,0.063412143,0.063642219,0.060516563,0.063788776,3.132959277,3.018100919,3.097515932,3.002459445,3.880832535,3.622299006,3.010023345,44.31159175,53.7404797,1.947928549,0.324036724,0.344831454,0.331131822,1,2691441.90037411,1260783.93605412
470,2,155.7380832,15,0.360770926,0.114972294,0.119702354,0.093344023,0.127233586,3.041729081,2.135604764,2.620846861,3.956786099,4.068795248,1.695739619,2.012907659,25.46948317,46.06054189,28.46997495,0.606777036,0.042200267,0.351022696,1,2685075.58163094,1236057.74894308
475,2,158.3380454,17,0.187189065,0.082145085,0.075603309,0.102976908,0.067855037000000007,3.104521346,3.271149878,3.159359205,3.130358343,3.436454216,3.625999284,2.799479193,60.8108526,39.1891474,0,0.31107953,0.322108906,0.366811564,1,2701189.52590153,1229044.06121092
479,2,676.6016918,19,0.229933206,0.082545615,0.065483896,0.074835277,0.105375607,3.24526031,2.436434369,3.373606399,3.035347299,3.795844267,2.246162575,2.242298033,59.97331555,29.63797953,10.38870493,0.476645537,0.094542141,0.428812321,1,2676255.46750923,1255385.01565378
481,2,352.1647538,22.5,0.207959327,0.078663159,0.0876933,0.076614457,0.07168172,3.25289882,3.475667694,3.258756237,2.959353612,3.701052088,3.740322881,2.964988517,54.99490252,44.4317108,0.573386676,0.296984453,0.325780325,0.377235222,1,2676343.08566665,1255409.81942819
485,2,1842.049773,18.25,0.223264527,0.081477133,0.089796519,0.075995432,0.078639449,3.280824541,3.398259551,3.180109103,2.907404344,3.493814008,3.68997641,2.909052326,50.16117446,49.83882554,0,0.32485048,0.318202511,0.356947009,1,2676304.48952064,1249809.52751669
489,2,157.5369003,7.5,0.175348363,0.082331043,0.068382011,0.123173136,0.055437984,3.538337582,2.476645414,2.448169203,2.93562588,2.995834397,2.263774722,2.10944417,18.42050449,43.49470699,38.08478852,0.335083576,0.124253521,0.540662902,1,2667531.86531777,1252279.44019208
491,2,1063.879422,11,0.202449215,0.061503886,0.050348122,0.094862114,0.039301422,3.143033356,3.703375461,3.407306606,3.274290356,3.570982937,3.977182459,3.228992411,45.57745528,54.42254472,0,0.319513445,0.337063387,0.343423168,1,2677995.88620552,1266781.07123916
493,2,757.135209,24,0.250859767,0.097051419,0.118805519,0.088705249,0.08364349,3.194160911,3.347034459,3.422855081,3.632022612,3.212626883,3.279252292,2.387430851,36.20633333,51.11706742,12.67659925,0.302193666,0.166962092,0.530844242,1,2677413.55364193,1260576.66526051
494,2,902.7625376,23.5,0.239541296,0.071141594,0.063375915,0.091361623,0.056636427,3.63502016,3.297419571,3.236107336,3.715106882,3.30046224,2.677642755,2.33817426,14.24619975,40.79615643,44.95764382,0.347237726,0.130118497,0.522643777,1,2696150.27352728,1242901.12862733
496,2,774.5367236,3,0.165502258,0.036654534,0.020577484,0.039222516,0.044436093,3.855155548,3.76511538,3,4.61744231,3.23488462,2,2,76.51153799,5.480428453,18.00803356,0.393360112,0.018268095,0.588371793,1,2691348.21157796,1233625.15802844
498,2,282.3425937,4,0.065182576,0.021840944,0.01202791,0.023338912,0.030156008,2.576368212,4,3.730448314,3.514722668,3.851760952,3.079792848,2.026069317,1.134664821,98.86533518,0,0.333333333,0.059228128,0.607438538,1,2693037.60174287,1231107.60792195
499,2,48.3187729,21,0.293159654,0.118521283,0.116640567,0.145273189,0.095986753,3.225005778,2.560044105,3.571023689,3.935902544,3.85418718,2.241259227,2.167022522,18.87250826,44.58127478,36.54621697,0.519994887,0.103553463,0.37645165,1,2690887.582466,1233680.32432711
501,2,45.93344981,6,0.132383638,0.053357622,0.050818482,0.040285741,0.068968643,3.027075441,2.288979926,3.860159506,4.278380658,3.913519197,2.054150882,2.064043169,12.8086337,14.0631685,73.12819779,0.637320047,0.011296326,0.351383627,1,2690794.61933918,1233761.36851673
502,2,190.9138582,19,0.174694743,0.060545122,0.059801224,0.072895424,0.048938717,3.186679476,3.815138404,3.30073485,3.175836464,3.873008884,3.852610406,3.119914958,63.81096882,36.18903118,0,0.238865196,0.331776029,0.429358775,1,2699329.66651281,1246087.36666002
503,2,801.3963101,27.5,0.251562678,0.081010709,0.102318172,0.068193459,0.072520494,3.336186496,3.286381414,3.020935197,2.970701471,3.804561017,3.54833166,2.945271218,37.80045029,62.19954971,0,0.301683034,0.32524014,0.373076825,1,2698928.56426443,1246589.7707269
505,2,270.7443694,10,0.321136268,0.105935023,0.107412979,0.083277398,0.112567295,2.964971524,2.527114197,3.646498573,4.351935961,3.89898606,2.237777253,2.183380947,22.64734859,17.24520596,60.10744545,0.555961462,0.110705205,0.333333333,1,2703169.19106395,1241347.95401206
506,2,324.5875255,18,0.342921289,0.083951711,0.102590962,0.079296735,0.063331106,3.318223191,3.312432163,3.441726891,3.86814437,3.124398853,2.644815318,2.182390378,12.68632189,63.43187469,23.88180342,0.33335043600000003,0.173588597,0.493060967,1,2703153.9796695,1240998.02633524
507,2,1873.447971,22,0.391224273,0.111086853,0.104934975,0.1384957,0.095533058,3.040609787,2.506240609,3.420798967,4.124656443,3.806054017,2.211692768,2.199411953,12.62996647,43.67628046,43.69375306,0.455269126,0.153313131,0.391417743,1,2703336.30995379,1241725.65733018
512,2,288.865514,19,0.259451672,0.081515028,0.101878464,0.063744848,0.078921771,3.371448197,3.253763353,3.221648555,2.981023778,3.656489093,3.556669375,2.989815169,37.11544603,62.88455397,0,0.285515064,0.347429851,0.367055085,1,2686322.71139138,1244111.03762625
518,2,110.128599,33.5,0.26608543,0.076002311,0.069920747,0.0608442,0.097241986,3.236865664,2.877236438,3.261123731,2.936621429,3.678284218,2.894645872,2.641395904,29.7298049,62.46792754,7.802267558,0.380503538,0.234059746,0.385436716,1,2679996.71467885,1245374.72608494
520,2,208.650911,13,0.22323453,0.1320723,0.127063304,0.15920356,0.109950036,3.230276205,3.031354985,3.682038917,3.792943393,3.673356889,2.059697613,2.12268107,25.25106055,28.04939628,46.69954316,0.498013383,0.066779435,0.435207183,1,2679051.5420192,1253589.34804416
521,2,336.1378561,9,0.194998112,0.07941104,0.125063537,0.045399434,0.067770148,3.251957385,2.1972351470000002,3.549589122,3.926515194,3.839675641,2.048496502,2.087726887,21.77997611,24.58762861,53.63239527,0.595795973,0.068850562,0.335353464,1,2679241.17400437,1254053.72289935
522,2,680.0773479,4,0.090895143,0.046502175,0.032619558,0.078915738,0.027971228,3.002318982,1.435894187,1.304836761,3.817844487,3.683688979,1.455647003,2.018242684,3.64853678,69.52036163,26.83110159,0.747902714,0,0.252097286,1,2679517.96211516,1254313.98377951
532,2,2571.994147,23,0.256387073,0.08052504,0.088751414,0.070474077,0.08234963,3.256773568,3.473207009,3.14463913,2.920643567,3.471426158,3.662669063,2.898333735,37.937122,62.062878,0,0.307161555,0.336069973,0.356768472,1,2679879.96983107,1249312.47191268
533,2,485.6202128,18.33333333,0.226584833,0.079134008,0.093013644,0.069337836,0.075050546,3.278654589,3.505863567,3.221399396,2.915029339,3.598243296,3.70843919,3.004343239,46.733012,53.266988,0,0.303283848,0.343929353,0.352786799,1,2680064.44760083,1249804.14821452
535,2,494.277868,26.5,0.261424899,0.084880945,0.080551971,0.086403614,0.087687249,3.270737521,3.075712401,3.166446392,3.054458649,3.501686644,3.306485729,2.82610926,37.77323303,57.91189904,4.314867931,0.302231178,0.263722431,0.434046391,1,2679894.55456145,1245536.87893954
536,2,172.714692,13,0.220314453,0.076258345,0.10721401,0.043727096,0.077833928,3.008512094,2.342581033,3.583903456,3.844500552,3.819688225,2.302049907,2.263430491,15.43628191,35.07345552,49.49026257,0.53598214,0.131166554,0.332851306,1,2680737.50496593,1254093.26055907
547,2,170.0822802,5,0.143250839,0.082875721,0.09318954,0.075532456,0.079905168,3.871332517,3,2.342298154,3,1.915848625,3,1.345550387,0,26.23135831,73.76864169,0.333333333,0.028050458,0.638616208,1,2684891.1771469,1248944.59824217
550,2,158.6306904,7.5,0.221771997,0.059214093,0.043204075,0.077744992,0.056693211,3.110009318,3.795965222,3.213642486,3.371670399,2.980868201,3.640695648,3.020134961,14.00561991,85.99438009,0,0.183381215,0.34776975,0.468849035,1,2685454.47504575,1248640.27785229
552,2,149.2040541,27,0.283600984,0.103653774,0.102374146,0.123625954,0.084961222,3.157782965,3.168575548,3.328804976,2.979072373,3.308716202,3.23322723,2.657429846,15.58748583,84.41251417,0,0.3072111,0.263224784,0.429564116,1,2686683.96782877,1249806.13768799
553,2,425.9636494,25,0.311798029,0.085929671,0.099228685,0.065237619,0.085753538,3.073941036,2.559656217,3.265382739,3.299045641,3.803919369,2.560360015,2.307217954,46.93947525,38.40728571,14.65323905,0.456308679,0.162098993,0.381592328,1,2686614.2752235,1247684.17743646
554,2,602.7075613,18.5,0.265443005,0.088978878,0.103310906,0.095805572,0.067820157,1.932020062,2.223230817,2.495495523,2.743862672,3.916960184,2.414785864,2.17910386,23.37470012,65.68794353,10.93735635,0.476517906,0.114485484,0.40899661,1,2640127.38240717,1159179.55279309
555,2,531.6922545,26.5,0.267714268,0.083822104,0.095754037,0.086889243,0.068823032,3.166681549,2.637700197,3.005557823,2.649055923,3.539003446,3.197010544,2.521035244,30.61593099,63.14274834,6.241320663,0.360320364,0.264081259,0.375598377,1,2607974.71544197,1234583.35608199
562,2,456.6930757,31.25,0.26725938,0.083681865,0.091554151,0.087405261,0.072086183,3.21359098,3.306174823,3.216790677,2.996552222,3.579190141,3.550670282,2.952929812,31.10063318,67.84250027,1.056866551,0.310707693,0.318879839,0.370412468,1,2688263.7740918,1247855.11907383
568,2,164.5400059,10,0.085334991,0.064874236,0.061240797,0.082472583,0.050909329,3.825716813,3.960065042,3.038018044,2.714756589,3.710694827,3.708587472,3.285800178,90.0549894,9.945010603,0,0.190792864,0.514353895,0.294853241,1,2685338.12226024,1245026.19371883
571,2,141.6518379,20,0.24514075,0.07274245,0.074299312,0.075924924,0.068003115,3.483328036,3.71685934,3.049457946,2.877579789,3.643882586,3.781818425,3.148023317,45.34527918,54.65472082,0,0.235180729,0.384270922,0.38054835,1,2680297.67051038,1245219.72068851
572,2,623.4178627,11,0.079149313,0.065467419,0.059455138,0.080351607,0.056595511,3.193756273,3.857661576,3.559656522,3.309765793,3.289074239,3.856352342,2.996474958,89.88029248,10.11970752,0,0.281467654,0.318156781,0.400375565,1,2685624.88747476,1248652.22521468
576,2,444.5031978,9,0.036936072,0.049955882,0.063512445,0.059955095,0.026400107,3.168948827,3.278215367,3.077180947,3.178857912,3.862080715,3.948205384,3.086618322,96.24545891,3.754541095,0,0.288908769,0.342551238,0.368539993,1,2685393.47344626,1245584.7509549
577,2,1305.704412,26,0.2533398,0.084700844,0.089041216,0.087257634,0.077803682,3.363872922,3.592527619,3.119911879,2.998436953,3.456878006,3.627067155,2.937204695,19.79559556,80.20440444,0,0.25714681,0.281060576,0.461792614,1,2682430.47988506,1244081.63079193
581,2,1752.551507,19,0.218624832,0.071468131,0.063390442,0.082912014,0.068101937,3.128721262,3.789688029,3.158356023,3.188424462,3.575743075,3.642209623,2.744862472,36.63326602,63.36673398,0,0.282922157,0.241054772,0.476023071,1,2701517.68539131,1233508.68668606
585,2,536.672817,26.5,0.26754048,0.116763787,0.116501966,0.130009944,0.10377945,2.319416324,2.473370453,2.450459179,3.026579341,3.405439084,2.602820508,2.050278846,4.777955754,90.45977773,4.762266517,0.39564157,0.122237766,0.482120665,1,2764510.17871561,1196033.31259259
589,2,343.1052094,7,0.258118902,0.143614503,0.110397305,0.135690222,0.184755982,3.413302889,2.747019275,3.670640382,2.776025027,2.627341307,2.405966619,2.205957661,0,76.10552601,23.89447399,0.273022255,0.150524679,0.576453066,1,2679807.17830504,1244337.99456216
590,2,469.7884651,13,0.258747463,0.135877534,0.18439174,0.175924483,0.066051945,2.592544235,2.200366524,2.121107535,3.095664642,2.676420626,2.204712072,1.916260498,8.892872495,85.39690364,5.710223861,0.347392273,0.227021656,0.425586071,1,2730790.94934934,1176287.14274134
591,2,1091.810874,9.333333333,0.339606218,0.08021357,0.103280067,0.059880076,0.080015647,2.503975265,2.387602577,2.749407614,3.308759475,3.157929711,2.697796959,2.186328723,53.68904311,45.65417999,0.656776908,0.489567227,0.140716407,0.369716366,1,2701502.18835687,1169866.82637421
594,2,225.1068371,22.5,0.263745647,0.094610031,0.094080183,0.102688655,0.087061256,3.167316613,2.785300361,3.422897568,2.665158763,3.656960882,2.768623196,2.222501755,30.44556471,67.27332023,2.281115056,0.356129922,0.160643743,0.483226335,1,2767248.83419844,1206414.76946885
3,3,420.5182671,9.4,0.180594483,0.045406849,0.043815938,0.034340286,0.058064322,3.591611569,3.833135414,3.043666695,3.009927858,3.706127138,3.8349101,2.991333063,61.2797311,38.60076603,0.119502868,0.301067559,0.333333333,0.365599108,1,2648147.73797298,1249279.18876517
5,3,576.1975385,10.1,0.150323639,0.049741265,0.047801006,0.054208195,0.047214594,3.639668232,2.903299886,3.531706042,2.4961282,3.830216063,3.218165955,2.624806271,71.54426363,28.45573637,0,0.318414477,0.206583977,0.475001546,1,2658070.60715295,1266172.27132656
24,3,532.0474111,9.185714286,0.186392364,0.049700809,0.061427067,0.046530986,0.041144373,3.233309413,3.261878687,3.140413585,2.913414415,3.619172218,3.842186759,2.727558179,55.40236169,44.15125624,0.446382073,0.33416117,0.327673045,0.338165785,1,2670290.51603263,1254374.29443429
31,3,409.4287008,6.9,0.101313875,0.042283062,0.046052362,0.046078213,0.034718612,3.447048199,3.799741732,3.036180397,2.927184084,3.954311748,3.848545707,3.335194963,52.35566948,47.64433052,0,0.223669639,0.352865231,0.42346513,1,2664055.59590496,1272426.01393308
32,3,387.297038,14.9,0.236764617,0.067530403,0.095020492,0.04880831,0.058762406,3.255280731,3.181989218,2.996491228,2.955139643,3.877934887,3.857655772,2.992757703,33.11510484,66.88489516,0,0.289656978,0.319618283,0.390724739,1,2673206.76268331,1242878.87259277
33,3,325.9572543,10.56666667,0.166784916,0.052667075,0.056041326,0.055582376,0.046366628,3.302238724,3.862700879,3.181137188,3.242205966,3.600218873,3.950720312,3.132507332,52.92870832,47.07129168,0,0.23543319100000001,0.352553008,0.412013802,1,2753182.80707657,1244280.65280417
34,3,288.0875776,19.4,0.261841361,0.076089691,0.080647785,0.066284574,0.080101144,3.12452172,3.339437675,3.06557606,3.294428048,3.762423709,3.370512248,2.795025957,38.2730842,50.31271352,11.41420228,0.345599107,0.282022769,0.372378124,1,2751590.59260141,1245204.84540628
35,3,611.9221267,10.75714286,0.157308025,0.063723876,0.065417718,0.052528019,0.073225891,3.289332614,3.512818451,3.070357938,3.061681287,3.727045543,3.804887478,2.86160949,71.55963278,25.78212813,2.658239088,0.263417396,0.315108347,0.421474256,1,2751736.15377814,1239656.74559806
37,3,242.6836853,11.3,0.153808585,0.061317979,0.062005888,0.046893548,0.0750545,3.251198383,3.49981552,3.093572321,3.09221037,3.7287507,3.758031553,2.886024241,71.98173151,24.29673377,3.721534723,0.269359403,0.303929464,0.426711133,1,2751949.17834947,1240021.47821836
38,3,286.0031977,12.15,0.175823775,0.07070318,0.08797416,0.056150122,0.067985259,3.434038137,3.25134506,3.001997038,3.036921242,3.633322004,3.909998045,2.939902971,62.3561101,37.6438899,0,0.282613231,0.331535948,0.385850821,1,2737221.99280499,1248136.07297845
39,3,227.4307632,10.15,0.143313099,0.061008008,0.049503581,0.067385813,0.066134631,3.271191077,3.833101213,3.18843819,3.105499935,3.791806904,3.924889848,3.101897527,73.41884939,26.58115061,0,0.172526533,0.331738437,0.49573503,1,2737935.14036128,1250459.18481553
41,3,434.5366739,18.7,0.226838022,0.074972846,0.096137405,0.054266509,0.074469805,2.279781856,2.885543809,3.129926741,3.154230231,3.592573301,3.009128617,2.190957441,37.2683111,53.60735439,9.124334511,0.392801635,0.16665783,0.440540535,1,2609237.18778515,1144103.32065403
43,3,856.0505847,11.3,0.203913446,0.055882947,0.067177728,0.045085504,0.055385608,3.593456016,3.823997559,3.06739364,3.13499938,3.847852332,3.754069366,3.105059472,58.23996518,41.76003482,0,0.230565514,0.301880631,0.467553854,1,2596551.60462157,1163988.19496985
44,3,2729.82277,20.1,0.231635685,0.089335717,0.097980176,0.080033446,0.089984711,2.648762735,2.584843255,2.937745415,2.764179456,3.720109232,2.546586258,2.446503113,22.89861033,47.29564708,29.80574259,0.416827441,0.177588252,0.405584307,1,2643323.90518408,1180267.67806948
45,3,741.788201,14.4,0.17724688,0.060375725,0.063843126,0.054727648,0.062556401,3.450183341,3.403953432,2.936804982,2.951101295,3.838952762,3.747777719,2.896628521,59.14589039,40.85410961,0,0.291766009,0.326041411,0.38219258,1,2582005.74181235,1220996.7875156
52,3,224.0269484,9.9,0.138830297,0.049655474,0.06502363,0.035520267,0.048422525,3.438495749,3.621562184,3.011914924,2.981464971,3.978150472,3.774499524,2.99158786,75.17528793,24.82471207,0,0.330646139,0.299921152,0.369432709,1,2614001.82881641,1235771.92228511
53,3,310.3243434,14.3,0.201980634,0.070644349,0.06547178,0.067534461,0.07647889,3.21918638,3.383606738,3.015587527,3.244847594,3.749549957,3.45005712,2.865121633,60.67030496,27.26747695,12.06221809,0.312020357,0.279540647,0.408438996,1,2644499.30657221,1189905.72240126
54,3,145.220791,10.56666667,0.160111885,0.067190174,0.060035574,0.075956099,0.066068251,2.312986178,2.088163286,1.837457608,3.046411905,2.998509723,1.666115937,1.967278853,31.68796843,63.26152652,5.050505051,0.429146533,0.05344964,0.517403828,1,2675470.32668761,1175901.52995544
55,3,248.690237,12.15,0.19631975,0.088443107000000007,0.113334679,0.088873226,0.063121417,2.643988805,2.25688271,2.376476195,2.80793515,3.370117552,2.863416843,2.319562675,57.35960529,41.00995993,1.630434783,0.4210967,0.184719035,0.394184266,1,2666495.54838822,1162662.04867773
56,3,443.532974,14.7,0.241379041,0.072923514,0.083368588,0.066080775,0.069321179,3.067404521,3.54050537,3.025295946,3.116744238,3.688802334,3.75480628,2.870911165,32.24507189,67.75492811,0,0.285302378,0.290276183,0.424421439,1,2665027.63104191,1167117.06203476
57,3,172.9513539,6.233333333,0.181074797,0.071149329,0.066664354,0.06394003,0.082843603,3.431908369,4,3.233766234,3.097763348,3.968253968,3.886724387,3.352633478,61.27344877,38.72655123,0,0.219035594,0.265993266,0.51497114,1,2607666.71461958,1208681.26791539
63,3,446.7082612,13.9,0.172152187,0.065255196,0.066884155,0.052787537,0.076093895,3.520590149,3.505584467,3.059135926,2.9671696,3.84803115,3.743695136,2.950833384,58.67304025,41.32695975,0,0.274973646,0.324786341,0.400240012,1,2617925.70222295,1235669.35559486
64,3,229.1992632,7.65,0.131427318,0.077378854,0.080098419,0.084751485,0.067286659,3.221294656,3.551398897,3.273788147,3.274617671,3.77805958,3.991587213,2.916372956,75.13029999,24.86970001,0,0.239858717,0.333380071,0.426761212,1,2619571.81162909,1234745.51518057
68,3,446.2351103,10.9,0.159721383,0.068845846,0.059505976,0.060639668,0.086391894,3.432756479,3.544408317,3.244289864,3.041518247,3.629283268,3.650224409,3.009564333,69.41768358,30.58231642,0,0.28909584,0.319179894,0.391724266,1,2620101.94605318,1235740.07713642
73,3,272.5600959,10.4,0.065940771,0.07392348,0.073994951,0.081363101,0.066412389,3.4589057,3.001742485,2.786091644,2.915496833,3.652089866,3.717927853,2.740133279,92.37840918,7.621590818,0,0.255318452,0.315459005,0.429222543,1,2632042.09832519,1185267.92924896
74,3,159.0863803,14.9,0.192063392,0.066802956,0.077189016,0.067505949,0.055713902,3.158462876,3.250740205,2.998935148,3.16740803,3.669859333,3.515115272,2.887071716,56.97424001,41.51723683,1.508523156,0.305840616,0.236872973,0.457286411,1,2633830.86482041,1185131.83244181
75,3,339.2124024,11.3,0.151649555,0.053619609,0.059651323,0.051316704,0.049890801,3.230205911,3.418692141,3.01387372,3.223643488,3.611589761,3.7264174900000002,2.75797463,72.07008005,25.44018156,2.489738394,0.289484365,0.312961822,0.397553813,1,2620931.04612182,1178963.43858266
76,3,348.7306607,10.3,0.175473126,0.062554531,0.066740537,0.053448095,0.067474961,3.360707453,3.61645723,2.994005317,3.003757274,3.794886428,3.887564268,3.039732468,64.94819286,35.05180714,0,0.246801282,0.321303446,0.431895272,1,2621496.37323641,1180631.11799066
78,3,396.0103897,8.5,0.161648777,0.053353708,0.087081617,0.044970863,0.028008644,3.203141891,3.477936212,2.961129944,3.217850913,3.911062925,3.86624643,3.040552087,68.47470317,31.52529683,0,0.324009055,0.22790233,0.448088615,1,2620337.37368351,1178551.81988385
79,3,586.9513955,13.1,0.192185756,0.057330753,0.077592079,0.046871967,0.047528212,3.401098936,3.599973309,3.04309877,3.19226421,3.800572708,3.862617309,2.979922619,59.35109722,39.23297357,1.415929204,0.296911064,0.279250499,0.423838438,1,2620985.77344831,1179927.14038561
